Genre,Movie Name,Year,Rating,Votes,Type,Detail/Main Story,Metascore
Romance,158. She's the Man,2006,6.4?(173K),"Votes173,214",,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles.",45
Romance,159. WandaVision,2021,7.9?(363K),"Votes363,185",TV Mini Series,"Blends the style of classic sitcoms with the MCU, in which Wanda Maximoff and Vision - two super-powered beings living their ideal suburban lives - begin to suspect that everything is not as it seems.",
Romance,160. Welcome to Samdalri,2023?,8.2?(1.7K),"Votes1,702",TV Series,"After suffering a fall from grace, a photographer returns to her hometown and bumps into her childhood friend, rekindling an unfinished romance.",
Romance,161. Cinderella,2015,6.9?(189K),"Votes188,580",,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",67
Romance,162. The Ballad of Buster Scruggs,2018,7.2?(165K),"Votes164,964",,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",79
Romance,163. Brokeback Mountain,2005,7.7?(378K),"Votes377,643",,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,87
Romance,164. Sonic Prime,2022?2024,7.3?(2.4K),"Votes2,439",TV Series,Sonic in a high-octane adventure where the fate of a strange new multiverse rests in his gloved hands.,
Romance,165. Easy A,2010,7.0?(413K),"Votes412,676",,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,72
Romance,166. The Kissing Booth,2018,5.9?(92K),"Votes91,800",,A high school student is forced to confront her secret crush at a kissing booth.,
Romance,167. Amelie,2001,8.3?(788K),"Votes787,608",,"Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love.",69
Romance,168. After We Fell,2021,4.7?(19K),"Votes19,348",,"Just as Tessa makes the biggest decision of her life, everything changes. Revelations about her family, and then Hardin's, throw everything they knew before in doubt and makes their hard-won future together more difficult to claim.",
Romance,169. Faraway Downs,2023,6.9?(2.5K),"Votes2,460",TV Mini Series,"An aristocrat, Sarah has a cattle station in Australia. Following the death of her husband, a baron plots to take her land but she joins forces with cattle drover Jackman to protect her station.",
Romance,170. Poldark,2015?2019,8.3?(35K),"Votes35,434",TV Series,"Ross Poldark returns home after American Revolutionary War and rebuilds his life with a new business venture, making new enemies and finding a new love where he least expects it.",
Romance,171. Pearl Harbor,2001,6.2?(349K),"Votes348,944",,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,44
Romance,172. The End of the F***ing World,2017?2019,8.0?(215K),"Votes215,425",TV Series,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.",
Romance,173. The Secret Life of Walter Mitty,2013,7.3?(337K),"Votes336,974",,"When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined.",54
Romance,174. Hot Summer Nights,2017,6.4?(23K),"Votes22,861",,"In 1991, a sheltered teenage boy comes of age during a wild summer he spends on Cape Cod getting rich from selling pot to gangsters, falling in love for the first time, partying and eventually realizing that he is in over his head.",44
Romance,175. Cashback,2006,7.1?(90K),"Votes90,292",,"After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild.",54
Romance,176. The Out-Laws,2023,5.4?(34K),"Votes34,104",,"A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",36
Romance,177. Sweet Home Alabama,2002,6.2?(122K),"Votes122,264",,A young woman who has reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband after seven years of separation.,45
Romance,178. Closer,2004,7.2?(234K),"Votes233,929",,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,65
Romance,179. Billy the Kid,2022?,7.3?(6.9K),"Votes6,892",TV Series,"An epic romantic adventure based on the life of Billy the Kid, from his humble Irish roots and his early days as a cowboy and gunslinger in the American frontier, to his pivotal role in the Lincoln County War and beyond.",
Romance,180. After Ever Happy,2022,4.6?(10K),"Votes10,402",,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other.",
Romance,181. Sleeping Beauty,2011,5.3?(34K),"Votes34,394",,"A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.",61
Romance,182. The Phantom of the Opera,2004,7.2?(130K),"Votes129,666",,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opera House.,40
Romance,183. The Apothecary Diaries,2023?,8.6?(1.4K),"Votes1,400",TV Series,"A young maiden is kidnapped and sold into servitude at the emperor's palace, where she secretly employs her pharmacist skills with the help of the head eunuch to unravel medical mysteries in the inner court.",
Romance,184. A Million Little Things,2018?2023,7.9?(17K),"Votes16,639",TV Series,A group of friends becomes motivated to live fuller lives after the unexpected death of a close friend.,
Romance,185. Passengers,2016,7.0?(439K),"Votes439,242",,A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,41
Romance,186. The Curious Case of Benjamin Button,2008,7.8?(688K),"Votes688,180",,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",70
Romance,187. Pan Am,2011?2012,7.0?(21K),"Votes20,978",TV Series,Period drama about the pilots and flight attendants who once made Pan Am the most glamorous way to fly.,
Romance,188. Phantom Thread,2017,7.4?(143K),"Votes143,440",,"Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",90
Romance,189. 13 Going on 30,2004,6.3?(213K),"Votes212,611",,"Unpopular schoolgirl Jenna Rink makes an unusual wish on her birthday. Miraculously, her wish comes true and the 13-year-old Jenna wakes up the next day as a 30-year-old woman.",57
Romance,190. King Kong,2005,7.2?(443K),"Votes442,722",,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",81
Romance,191. Beautiful Disaster,2023,5.3?(10K),"Votes10,154",,"College freshman, Abby, tries to distance herself from her dark past while resisting her attraction to bad boy, Travis.",
Romance,192. Redeeming Love,2022,6.7?(12K),"Votes12,384",,"Sold into prostitution as a child, Angel knows nothing but betrayal. Can her heart ever be mended? Based upon the novel by Francine Rivers.",32
Romance,193. The Shape of Water,2017,7.3?(443K),"Votes442,984",,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",87
Romance,194. Medici,2016?2019,7.9?(22K),"Votes21,753",TV Series,"A political family drama set in Florence in the early fifteenth century. Cosimo de Medici finds himself at the helm of his banking dynasty when his father, Giovanni, dies suddenly.",
Romance,195. Vanilla Sky,2001,6.9?(283K),"Votes283,181",,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,45
Romance,196. Moulin Rouge!,2001,7.6?(297K),"Votes296,983",,A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.,66
Romance,197. The Age of Adaline,2015,7.2?(200K),"Votes199,682",,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",51
Romance,198. My Big Fat Greek Wedding 3,2023,5.2?(7.5K),"Votes7,463",,"After the death of the family's patriarch, Toula attempts to locate her father's childhood friends in Greece for a family reunion.",35
Romance,199. Just Go with It,2011,6.4?(262K),"Votes262,162",,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",33
Romance,200. The Twilight Saga: Breaking Dawn - Part 2,2012,5.5?(261K),"Votes260,575",,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",52
Romance,201. The Princess and the Frog,2009,7.1?(164K),"Votes163,640",,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",73
Romance,202. Blue Valentine,2010,7.3?(209K),"Votes209,289",,"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",81
Romance,203. iCarly,2007?2012,6.8?(44K),"Votes43,896",TV Series,"Carly hosts her own home-grown web show, iCarly, Carly and sidekick Sam's regular webcasts ultimately feature everything from comedy sketches and talent contests to interviews, recipes, and problem-solving.",
